item_id,sentiment,SentimentSource,SentimentText
1026,0.295,Fokker Technologies,GKN to buy Fokker Technologies for 706 mln euros
1027,0.275,Baxalta,UPDATE 1-Shire steps up drive to get Baxalta talking after $30 bln bid
1028,0.43,Pearson,Pearson in Talks to Sell Its Stake in the Economist Group
1029,0.30000000000000004,Tesco,CompaniesTesco sheds Harris & Hoole coffee shops
1030,0.268,BP,REFILE-BP agrees UK gas pipeline stake sale to infrastructur
1031,-0.341,BHP Billiton,"BHP Billiton slashes dividend, posts $5.67 billion net loss"
1032,0.044,Standard Chartered PLC,"StanChart capital raising would be ""major surprise"" -investor Aberdeen"
1033,-0.579,Wm Morrison,Why I Would Put J Sainsbury plc In My Trolley Before Wm Morrison Supermarkets ...
1034,0.534,Glaxo,Glaxo Sees Hope for Respiratory Drugs as Earnings Beat Estimates
1035,0.551,SABMiller,Peroni and Grolsch put up for sale as AB InBev plans acquisition of SABMiller
1036,0.439,Aviva plc,BRIEF-Aviva aims to increase dividend pay-out ratio to 50 pct in 2017
1037,0.482,Direct Line Insurance Group PLC,Direct Line rings up higher profit
1038,0.183,Barclays,Jim Armitage: Barclays boss Jes Staley steps up to the plate with post-Leave positivity
1039,0.325,AstraZeneca,AstraZeneca sells rights to anaesthetics to South Africa's Aspen
1040,0.211,GE,GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank
1041,-0.738,Royal Bank of Scotland Group plc,StanChart and RBS struggle in Bank of England stress tests
1042,0.291,Antofagasta,Antofagasta Sees Lower Cash Costs In 2015 - Quick Facts
1043,0.0,NPS,NPS prospects dependent on drug approval
1044,0.847,Priceline,Priceline's stock jumps to new high for the year after Barclays upgrade
1045,0.389,Tesco PLC,Tesco leads leap in FTSE 100; Marks & Spencer drops
1046,-0.223,Tesco PLC,Tesco UK personnel director quits supermarket
1047,0.0,Royal Bank of Scotland Group plc,Royal Bank of Scotland fortunes ebbed and flowed under 3 chiefs
1048,-0.368,ExxonMobil,Exxon Beaumont CDU overhaul to be slowed by accident: sources
1049,-0.113,TalkTalk,TalkTalk hires BAE Systems to investigate cyber attack
1050,0.015,Valeant Pharmaceuticals International,Valeant Said to Name New CEO With Pearson Still Hospitalized
1051,0.28200000000000003,Entertainment One,ITV to pursue takeover of Canada's Entertainment One: Bloomberg
1052,-0.014,JP Morgan Chase,Barclays appoints JPMorgan's Paul Compton as new COO
1053,0.445,Rio Tinto,Rio Approves $5.3 Billion Oyu Tolgoi Copper Mine Expansion
1054,-0.382,Weir Group,Weir Group sees continued fall in orders from oil and gas business
1055,0.043000000000000003,BG Group,New BG Group CEO Helge Lund Starts Earlier Than Expected
1056,-0.15,BHP,"BHP, Residents Brace as Cyclone Stan Nears Australian Coast"
1057,0.28400000000000003,Glaxo,Glaxo's ViiV Healthcare Signs China Manufacturing Deal With Desano
1058,-0.47500000000000003,Barclays,"Barclays brands financier Amanda Staveley's $1bn claim as ""misconceived"""
1059,0.209,GlaxoSmithKline,"GlaxoSmithKline rebound gathering pace, says outgoing CEO"
1060,-0.079,SABMiller,AB InBev to sell more SAB assets as seeks EU deal approval
1061,-0.18,Lloyds Banking Group PLC,UK government cuts stake in Lloyds to below 11 percent
1062,-0.2,Morrissons,Morrisons store closures: 900 jobs to go as 11 branches are closed due to ...
1063,0.042,BP,BP chairman defends CEO Bob Dudley's pay increase
1064,-0.649,Standard Chartered PLC,Profits Fall 25% At Standard Chartered PLC: Should You Buy Or Sell?
1065,0.016,SABMiller,SAB's Chairman Digs In With Board Divided on InBev Offer
1066,-0.675,Aviva plc,Aviva Fined $27 Million by U.K. Regulator Over Fee Failings
1067,0.385,Whitbread,"Whitbread Profit Up As Sales Continue To Rise, Looking For New CEO"
1068,0.362,Persimmon,Persimmon shares nudge higher as housebuilder sees strong 2014
1069,0.146,BG Group,UPDATE 1-BG Group's record output limits oil price fallout
1070,0.336,Standard Life,Standard Life share price: Group gets approval to hike stake in India JV
1071,0.111,Tesco,Tesco Mobile is offering you cash back in exchange for looking at ads
1072,0.429,Wolseley,"Wolseley profit up 18%, warns on revenue growth"
1073,0.462,Entertainment One,ITV share price: Group mulls takeover of Canada's Entertainment One
1074,0.256,Blueprint,Blueprint Receives FDA Nod To Proceed With Clinical Trials For 2 Drug ...
1075,0.296,SABMiller,SABMiller buys Meantime to quench thirst for craft beer
1076,0.10200000000000001,Royal Bank of Scotland Group plc,"Irish Said Chasing Standard Chartered, RBS as Brexit Vote Nears"
1077,0.198,Barclays,"After Barclays and Bank of America, Citigroup has blockchain in sight"
1078,-0.251,HSBC,US says HSBC must do more to improve compliance
1079,0.11900000000000001,China Merchants Group,Carnival Corporation and China Merchants Group Sign Memo of Understanding ...
1080,-0.219,Barclays,Staley to face challenges at Barclays
1081,0.422,GSK,GSK aims to file up to 20 new drugs for approval by 2020
1082,-0.794,British American Tobacco plc,British American Tobacco accused of bribing senior politicians to sabotage ...
1083,-0.17,BT Group,BT finance director Tony Chanmugam to step down
1084,0.192,AstraZeneca,AstraZeneca to cut costs but stays silent on M&A talk
1085,0.031,Berkshire Hathaway Inc.,"Buffett's Berkshire builds Deere stake, dumps Exxon"
1086,-0.2,Barclays,Barclays Not Convinced by Gains in South African Stocks: Chart
1087,-0.468,BP,5 Years After BP Spill: What's Changed in Offshore Drilling
1088,0.372,AstraZeneca,AstraZeneca Explores Potential Deal With Acerta for Cancer Drug
1089,0.30000000000000004,Alibaba,Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m
1090,-0.263,Lloyds Banking Group PLC,"UK sells more of Lloyds bank stake, 12.5 billion pounds raised so far"
1091,-0.514,Hargreaves Lansdown,Hargreaves Lansdown share price falls as costs mount - although pensions ...
1092,0.216,Meggitt,Meggitt agrees to buy US aerospace component firm for $340 million
1093,0.333,CRH,TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan
1094,0.275,Bloomberg,Bloomberg buys Barclays' benchmarking business
1095,-0.232,Deutsche Bank,"Barclays, Deutsche Bank Fight to Lift Profit Just Got Harder"
1096,-0.358,Royal Bank of Scotland Group plc,Royal Bank of Scotland chair hints Brexit turmoil will delay government sale
1097,-0.259,Sainsbury's,"Sainsbury's, Asda, Tesco and Morrisons will all cut petrol prices as oil falls ..."
1098,0.391,Berkshire Hathaway Inc.,UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct
1099,0.274,Baxalta,Shire Sees Baxalta Deal Closing as Expected After New Rules
1100,0.5720000000000001,AstraZeneca,AstraZeneca heart drug boosted by major clinical trial success
1101,-0.198,Baxalta,Shire share price under pressure after $32bn Baxalta deal
1102,0.502,Aviva plc,UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers
1103,0.792,Glencore,CompaniesGlencore's annual results beat forecasts
1104,0.667,Berkshire Hathaway Inc.,Warren Buffett's Berkshire Hathaway quarterly profit jumps almost one third
1105,-0.456,Pfizer,Pfizer to cut 120 jobs with closure of Cambridge R&D centre
1106,0.536,Sainsbury's,Sainsbury's says to outperform rivals in tough market
1107,-0.337,Centrica PLC,Centrica share price: British Gas under fire despite 5% price cut
1108,-0.216,Sensex,RBI surprises Street; Sensex pares gains after hitting mount 30k
1109,-0.657,Barclays,"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls"
1110,-0.495,EasyJet,easyJet leads Britain's FTSE lower as global bond rout resumes
1111,-0.045,SABMiller,AB InBev to Sell SABMiller Stake in China's Snow Beer
1112,0.358,London Stock Exchange Group,Merkel's Government Said to Support Deutsche Boerse-LSE Merger
1113,0.354,Tesco PLC,Tesco share price closes higher as two more directors leave grocer
1114,-0.038,Lazada,Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m
1115,-0.229,Barclays,UPDATE 5-Barclays Chairman McFarlane axes CEO to speed up strategic change
1116,0.057,Berkshire Hathaway Inc.,"Berkshire Bought Apple Stake at $99.49 a Share, Filing Shows"
1117,0.0,Sainsbury's,Sainsbury CFO Rogers to Replace Home Retail CEO Walden
1118,-0.266,Lloyds Banking Group PLC,UPDATE 1-Lloyds to cut 945 jobs as part of 3-year restructuring plan
1119,0.541,Glencore,Copper Prices up on Glencore Cuts to Zinc Supply
1120,0.109,WPP,WPP's Sir Martin Sorrell is highest-paid FTSE 100 chief executive
1121,-0.775,Meggitt,Meggitt plc Crashes 20% On Profit Warning: Is It Now A Buy?
1122,-0.596,Lloyds Banking Group PLC,UK government cuts stake in Lloyds to below 11 pct
1123,0.329,EasyJet,Passengers rise at EasyJet and Aer Lingus
1124,-0.6000000000000001,British Airways,"Sharm el-Sheikh travel disruption: British Airways, EasyJet, Thomson and ..."
1125,0.41200000000000003,Berkshire Hathaway Inc.,"US STOCKS-Wall St rises on Berkshire deal, China stimulus hopes"
1126,0.9500000000000001,Prudential Financial,Prudential Financial quarterly profit rises 64 pct
1127,-0.388,Huawei,US Seeks Huawei Records on Dealings With Sanctioned Nations
1128,-0.17200000000000001,Centrica PLC,Centrica urges policy overhaul as it warns of 'looming gap' in UK energy supplies
1129,-0.28400000000000003,AstraZeneca,UPDATE 1-AstraZeneca potassium drug delayed by manufacturing snag
1130,0.34900000000000003,London Stock Exchange Group,Activist Fund TCI Backs German Takeover of London Stock Exchange
1131,-0.402,Royal Dutch Shell,"Oil majors like Royal Dutch Shell, Chevron, BP fail to find reserves to counter ..."
1132,-0.539,Barclays,Four ex-Barclays bankers sentenced for roles in Libor rate-rigging scandal
1133,0.193,AB InBev,AB InBev to sell more SAB assets as seeks EU deal approval
1134,0.225,Berkshire Hathaway Inc.,Berkshire applies to boost Wells Fargo stake above 10 percent
1135,-0.34700000000000003,Marks & Spencer,Tesco leads leap in FTSE 100; Marks & Spencer drops
1136,0.41300000000000003,Balfour Beatty plc,Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?)
1137,0.148,CIB,"UPDATE: CIB, Legal & General Sell Egyptian Life Joint Venture To AXA"
1138,0.069,BG Group,BG Group appoints new CEO one month early
1139,0.305,Glaxo,"FDA panel backs Glaxo asthma drug for adults, not adolescents"
1140,0.0,Barclays,Barclays set to name former JPMorgan banker Staley as new CEO
1141,-0.786,Kingfisher,Kingfisher share price slides on cost to implement new strategy
1142,0.494,Travis Perkins,"CompaniesTravis Perkins lifts dividend, earnings rise 15%"
1143,-0.461,Standard Chartered PLC,Standard Chartered Shifts Emerging-Markets Strategy After Losses
